timestamp,gpu_id,gpu_name,gpu_load,memory_used,memory_total,memory_percent,temperature,uuid,cpu_avg,cpu_per_core,ram_used_percent,ram_available,gpu_clock,memory_clock,power_draw,theoretical_tflops,achieved_tflops,memory_bandwidth,memory_bandwidth_utilization
2024-11-03 16:51:20.176802,0,NVIDIA GeForce RTX 4060 Laptop GPU,99.0,4044.0,8188.0,49.38935026868588,82.0,GPU-696439e2-8995-992a-a468-cdc7f41460a6,3.25625,"[17.6, 0.0, 0.0, 0.0, 4.6, 0.0, 9.4, 0.0, 0.0, 0.0, 3.1, 0.0, 3.1, 7.9, 1.6, 4.8]",61.4,12.22,2505.0,8100.0,108.39,15.39072,15.2368128,259200.0,20736.0
2024-11-03 16:51:22.303565,0,NVIDIA GeForce RTX 4060 Laptop GPU,99.0,4043.0,8188.0,49.3771372740596,82.0,GPU-696439e2-8995-992a-a468-cdc7f41460a6,2.3499999999999996,"[14.7, 0.0, 1.5, 0.0, 7.6, 0.0, 9.2, 0.0, 0.0, 0.0, 4.6, 0.0, 0.0, 0.0, 0.0, 0.0]",61.3,12.22,2505.0,8100.0,110.67,15.39072,15.2368128,259200.0,20736.0
2024-11-03 16:51:24.392542,0,NVIDIA GeForce RTX 4060 Laptop GPU,96.0,4042.0,8188.0,49.36492427943332,82.0,GPU-696439e2-8995-992a-a468-cdc7f41460a6,2.5125,"[12.1, 0.0, 0.0, 0.0, 10.9, 0.0, 1.6, 1.6, 0.0, 0.0, 3.1, 0.0, 4.7, 3.1, 3.1, 0.0]",61.3,12.24,2505.0,8100.0,107.58,15.39072,14.775091199999999,259200.0,23328.0
2024-11-03 16:51:26.513163,0,NVIDIA GeForce RTX 4060 Laptop GPU,94.0,4042.0,8188.0,49.36492427943332,80.0,GPU-696439e2-8995-992a-a468-cdc7f41460a6,2.7375,"[10.8, 0.0, 0.0, 0.0, 17.2, 1.6, 0.0, 0.0, 1.6, 0.0, 9.4, 1.6, 1.6, 0.0, 0.0, 0.0]",61.3,12.24,2505.0,8100.0,93.24,15.39072,14.467276799999999,259200.0,25920.0
2024-11-03 16:51:28.617049,0,NVIDIA GeForce RTX 4060 Laptop GPU,70.0,4042.0,8188.0,49.36492427943332,76.0,GPU-696439e2-8995-992a-a468-cdc7f41460a6,1.6812500000000001,"[22.1, 0.0, 0.0, 0.0, 1.6, 0.0, 0.0, 1.6, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",61.3,12.24,2505.0,8100.0,77.2,15.39072,10.773503999999999,259200.0,23328.0
2024-11-03 16:51:30.725912,0,NVIDIA GeForce RTX 4060 Laptop GPU,73.0,4042.0,8188.0,49.36492427943332,77.0,GPU-696439e2-8995-992a-a468-cdc7f41460a6,1.84375,"[13.8, 0.0, 0.0, 0.0, 12.5, 0.0, 0.0, 0.0, 1.6, 0.0, 1.6, 0.0, 0.0, 0.0, 0.0, 0.0]",61.3,12.23,2505.0,8100.0,79.83,15.39072,11.2352256,259200.0,25920.0
2024-11-03 16:51:32.846005,0,NVIDIA GeForce RTX 4060 Laptop GPU,74.0,4042.0,8188.0,49.36492427943332,77.0,GPU-696439e2-8995-992a-a468-cdc7f41460a6,1.25625,"[7.5, 0.0, 1.6, 0.0, 6.3, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 1.6, 0.0, 1.6, 0.0]",61.3,12.24,2505.0,8100.0,79.86,15.39072,11.3891328,259200.0,25920.0
2024-11-03 16:51:34.986072,0,NVIDIA GeForce RTX 4060 Laptop GPU,73.0,4042.0,8188.0,49.36492427943332,77.0,GPU-696439e2-8995-992a-a468-cdc7f41460a6,1.25,"[9.1, 0.0, 0.0, 0.0, 3.1, 0.0, 0.0, 0.0, 3.1, 0.0, 4.7, 0.0, 0.0, 0.0, 0.0, 0.0]",61.2,12.27,2505.0,8100.0,81.83,15.39072,11.2352256,259200.0,25920.0
2024-11-03 16:51:37.105875,0,NVIDIA GeForce RTX 4060 Laptop GPU,72.0,4042.0,8188.0,49.36492427943332,76.0,GPU-696439e2-8995-992a-a468-cdc7f41460a6,1.63125,"[9.0, 0.0, 3.1, 0.0, 3.1, 0.0, 0.0, 1.6, 0.0, 0.0, 3.1, 0.0, 3.1, 3.1, 0.0, 0.0]",61.1,12.29,2505.0,8100.0,80.91,15.39072,11.081318399999999,259200.0,25920.0
2024-11-03 16:51:39.210676,0,NVIDIA GeForce RTX 4060 Laptop GPU,75.0,4042.0,8188.0,49.36492427943332,77.0,GPU-696439e2-8995-992a-a468-cdc7f41460a6,2.5125,"[12.1, 0.0, 4.7, 1.6, 0.0, 1.6, 1.6, 0.0, 3.1, 0.0, 4.6, 0.0, 6.2, 3.1, 1.6, 0.0]",61.2,12.28,2505.0,8100.0,83.34,15.39072,11.54304,259200.0,25920.0
